Team;Driver;Compound;LapTime;Year;GP
Renault;RIC;MEDIUM;0 days 00:01:21.767461538;2019;Spanish Grand Prix
Renault;RIC;HARD;0 days 00:01:23.331705882;2019;Spanish Grand Prix
Renault;HUL;SOFT;0 days 00:01:22.268000;2019;Spanish Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:23.540714285;2019;Spanish Grand Prix
Renault;HUL;HARD;0 days 00:01:17.933627906;2019;Monaco Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:19.133000;2019;Monaco Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:17.597162790;2019;Monaco Grand Prix
Renault;RIC;SOFT;0 days 00:01:31.953000;2020;Eifel Grand Prix
Renault;OCO;SOFT;0 days 00:01:33.128000;2020;British Grand Prix
Renault;RIC;SOFT;0 days 00:01:08.333724137;2020;Styrian Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:09.394560;2020;Styrian Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:35.615937500;2019;French Grand Prix
Renault;RIC;SOFT;0 days 00:01:41.686444444;2020;Russian Grand Prix
Renault;RIC;SOFT;0 days 00:01:32.616555555;2019;British Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:31.992833333;2019;British Grand Prix
Renault;RIC;HARD;0 days 00:01:30.753035714;2019;British Grand Prix
Renault;HUL;HARD;0 days 00:01:37.335709677;2019;French Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:24.302636363;2019;Italian Grand Prix
Renault;HUL;SOFT;0 days 00:01:25.916160;2019;Italian Grand Prix
Renault;RIC;HARD;0 days 00:01:39.831800;2020;Russian Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:20.649450;2019;Mexican Grand Prix
Renault;RIC;HARD;0 days 00:01:22.382936170;2019;Mexican Grand Prix
Renault;RIC;HARD;0 days 00:01:36.292411764;2019;French Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:23.322666666;2019;Mexican Grand Prix
Renault;RIC;HARD;0 days 00:01:16.972298245;2019;Canadian Grand Prix
Renault;HUL;SOFT;0 days 00:01:17.705272727;2019;Canadian Grand Prix
Renault;RIC;SOFT;0 days 00:01:20.607750;2020;Emilia Romagna Grand Prix
Renault;RIC;HARD;0 days 00:01:19.172794871;2020;Emilia Romagna Grand Prix
Renault;OCO;SOFT;0 days 00:01:41.510833333;2020;Russian Grand Prix
Renault;OCO;HARD;0 days 00:01:40.576303030;2020;Russian Grand Prix
Renault;RIC;SOFT;0 days 00:01:33.014750;2020;British Grand Prix
Renault;HUL;HARD;0 days 00:01:16.839380;2019;Canadian Grand Prix
Renault;RIC;HARD;0 days 00:01:30.921187500;2020;British Grand Prix
Renault;HUL;HARD;0 days 00:01:21.780795918;2019;Mexican Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:37.987076923;2019;French Grand Prix
Toro Rosso;ALB;MEDIUM;0 days 00:01:18.048583333;2019;Monaco Grand Prix
Toro Rosso;GAS;MEDIUM;0 days 00:01:41.638470588;2019;Russian Grand Prix
Toro Rosso;GAS;MEDIUM;0 days 00:01:46.889750;2019;Singapore Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:18.328200;2019;Monaco Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:47.817000;2019;Singapore Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:18.113355555;2019;Monaco Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:19.049266666;2019;German Grand Prix
Toro Rosso;ALB;SOFT;0 days 00:01:40.909916666;2019;Chinese Grand Prix
Toro Rosso;ALB;SOFT;0 days 00:01:32.801400;2019;British Grand Prix
Toro Rosso;ALB;MEDIUM;0 days 00:01:37.992142857;2019;French Grand Prix
Toro Rosso;GAS;SOFT;0 days 00:01:39.820400;2019;Russian Grand Prix
Toro Rosso;ALB;HARD;0 days 00:01:36.415440;2019;French Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:13.892096774;2019;Brazilian Grand Prix
Toro Rosso;ALB;MEDIUM;0 days 00:01:37.451592592;2019;Bahrain Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:15.406125;2019;Brazilian Grand Prix
Toro Rosso;GAS;SOFT;0 days 00:01:14.343000;2019;Brazilian Grand Prix
Toro Rosso;GAS;HARD;0 days 00:01:44.635326086;2019;Abu Dhabi Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:44.629470588;2019;Abu Dhabi Grand Prix
Toro Rosso;ALB;SOFT;0 days 00:01:38.424400;2019;Bahrain Grand Prix
Toro Rosso;GAS;MEDIUM;0 days 00:01:13.903608695;2019;Brazilian Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:38.186782608;2019;Bahrain Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:37.181652173;2019;Bahrain Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:49.195000;2019;Singapore Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:47.090666666;2019;Singapore Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:37.746535714;2019;French Grand Prix
Toro Rosso;ALB;HARD;0 days 00:01:39.638771428;2019;Chinese Grand Prix
Toro Rosso;ALB;SOFT;0 days 00:01:18.750857142;2019;German Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:35.844388888;2019;French Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:43.186692307;2019;Abu Dhabi Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:33.021666666;2019;British Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:32.418000;2019;British Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:31.114571428;2019;British Grand Prix
Toro Rosso;ALB;MEDIUM;0 days 00:01:31.525093750;2019;British Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:41.561526315;2019;Russian Grand Prix
Toro Rosso;ALB;MEDIUM;0 days 00:01:22.403290322;2019;Spanish Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:17.120882352;2019;Canadian Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:30.217476190;2019;Australian Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:28.397586206;2019;Australian Grand Prix
Toro Rosso;ALB;SOFT;0 days 00:01:31.102818181;2019;Australian Grand Prix
Toro Rosso;ALB;MEDIUM;0 days 00:01:29.717230769;2019;Australian Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:39.418900;2019;Russian Grand Prix
Toro Rosso;GAS;SOFT;0 days 00:01:24.729428571;2019;Italian Grand Prix
Toro Rosso;ALB;MEDIUM;0 days 00:01:47.826885714;2019;Azerbaijan Grand Prix
Toro Rosso;ALB;HARD;0 days 00:01:09.595882352;2019;Austrian Grand Prix
Toro Rosso;GAS;MEDIUM;0 days 00:01:26.377739130;2019;Italian Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:11.353840;2019;Austrian Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:10.035945945;2019;Austrian Grand Prix
Toro Rosso;ALB;MEDIUM;0 days 00:01:10.897482758;2019;Austrian Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:49.489526315;2019;Belgian Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:51.417777777;2019;Belgian Grand Prix
Toro Rosso;GAS;SOFT;0 days 00:01:52.061000;2019;Belgian Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:23.629833333;2019;Mexican Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:20.945541666;2019;Mexican Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:22.180593750;2019;Mexican Grand Prix
Toro Rosso;GAS;SOFT;0 days 00:01:23.807250;2019;Mexican Grand Prix
Toro Rosso;GAS;MEDIUM;0 days 00:01:20.476400;2019;Mexican Grand Prix
Toro Rosso;GAS;HARD;0 days 00:01:22.289527777;2019;Mexican Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:22.231000;2019;Hungarian Grand Prix
Toro Rosso;ALB;HARD;0 days 00:01:21.826047619;2019;Hungarian Grand Prix
Toro Rosso;GAS;MEDIUM;0 days 00:01:50.782433333;2019;Belgian Grand Prix
Toro Rosso;ALB;SOFT;0 days 00:01:18.178727272;2019;Monaco Grand Prix
Toro Rosso;KVY;HARD;0 days 00:01:42.893000;2019;United States Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:22.372764705;2019;Spanish Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:23.888500;2019;Spanish Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:41.201312500;2019;United States Grand Prix
Toro Rosso;KVY;MEDIUM;0 days 00:01:34.867041666;2019;Japanese Grand Prix
Toro Rosso;GAS;SOFT;0 days 00:01:36.478937500;2019;Japanese Grand Prix
Toro Rosso;GAS;MEDIUM;0 days 00:01:35.860677419;2019;Japanese Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:40.230066666;2019;United States Grand Prix
Toro Rosso;GAS;HARD;0 days 00:01:48.777315789;2019;Singapore Grand Prix
Toro Rosso;KVY;SOFT;0 days 00:01:36.724538461;2019;Japanese Grand Prix
Toro Rosso;ALB;SOFT;0 days 00:01:23.929250;2019;Spanish Grand Prix
Williams;KUB;HARD;0 days 00:01:48.447833333;2019;Singapore Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:40.085750;2023;Las Vegas Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:27.791375;2021;Italian Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:47.315833333;2019;Singapore Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:40.909625;2022;French Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:25.427032258;2022;Hungarian Grand Prix
Williams;ALB;HARD;0 days 00:01:40.981944444;2023;Singapore Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:40.024470588;2023;Singapore Grand Prix
Williams;SAR;HARD;0 days 00:01:40.018761904;2023;Singapore Grand Prix
Williams;SAR;MEDIUM;0 days 00:01:40.173454545;2023;Singapore Grand Prix
Williams;KUB;SOFT;0 days 00:01:39.175444444;2019;Bahrain Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:38.903062500;2019;Bahrain Grand Prix
Williams;RUS;SOFT;0 days 00:01:39.938000;2019;Bahrain Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:27.696761904;2021;Italian Grand Prix
Williams;LAT;HARD;0 days 00:01:26.747086956;2021;Italian Grand Prix
Williams;ALB;HARD;0 days 00:01:38.639448275;2023;Las Vegas Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:51.901000;2022;Azerbaijan Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:56.138600;2022;Belgian Grand Prix
Williams;LAT;HARD;0 days 00:01:50.855750;2022;Azerbaijan Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:25.879125;2022;Hungarian Grand Prix
Williams;LAT;SOFT;0 days 00:01:24.331250;2022;Hungarian Grand Prix
Williams;SAR;HARD;0 days 00:01:36.817307692;2023;Saudi Arabian Grand Prix
Williams;SAR;MEDIUM;0 days 00:01:35.490689655;2023;Saudi Arabian Grand Prix
Williams;LAT;SOFT;0 days 00:01:09.546035714;2020;Styrian Grand Prix
Williams;RUS;SOFT;0 days 00:01:22.294666666;2020;Tuscan Grand Prix
Williams;RUS;HARD;0 days 00:01:23.989800;2020;Tuscan Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:09.339137931;2020;Styrian Grand Prix
Williams;LAT;INTERMEDIATE;0 days 00:01:35.079909090;2021;Turkish Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:42.386181818;2021;Russian Grand Prix
Williams;RUS;HARD;0 days 00:01:41.249709677;2021;Russian Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:39.403500;2019;Bahrain Grand Prix
Williams;LAT;HARD;0 days 00:01:21.547200;2020;Hungarian Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:21.004310344;2020;Hungarian Grand Prix
Williams;ALB;HARD;0 days 00:01:55.378214285;2022;Belgian Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:51.856200;2022;Azerbaijan Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:54.344000;2022;Belgian Grand Prix
Williams;SAR;SOFT;0 days 00:01:16.537500;2023;São Paulo Grand Prix
Williams;LAT;HARD;0 days 00:01:55.662500;2022;Belgian Grand Prix
Williams;ALB;SOFT;0 days 00:01:24.648173913;2022;Hungarian Grand Prix
Williams;LAT;SOFT;0 days 00:01:52.644375;2022;Belgian Grand Prix
Williams;RUS;HARD;0 days 00:01:26.527150;2021;Italian Grand Prix
Williams;RUS;INTERMEDIATE;0 days 00:01:35.179225;2021;Turkish Grand Prix
Williams;LAT;SOFT;0 days 00:01:22.767230769;2020;Spanish Grand Prix
Williams;RUS;HARD;0 days 00:01:31.710387096;2020;British Grand Prix
Williams;LAT;HARD;0 days 00:01:17.575466666;2022;Dutch Grand Prix
Williams;ALB;SOFT;0 days 00:01:16.286153846;2022;Dutch Grand Prix
Williams;RUS;HARD;0 days 00:01:45.757333333;2019;Abu Dhabi Grand Prix
Williams;KUB;SOFT;0 days 00:01:30.330714285;2019;Australian Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:43.869550;2019;Abu Dhabi Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:50.794619047;2020;Belgian Grand Prix
Williams;LAT;HARD;0 days 00:01:51.535733333;2020;Belgian Grand Prix
Williams;RUS;HARD;0 days 00:01:29.748000;2019;Australian Grand Prix
Williams;RUS;SOFT;0 days 00:01:30.295000;2019;Australian Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:32.417153846;2020;70th Anniversary Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:29.008142857;2023;Qatar Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:45.352428571;2019;Abu Dhabi Grand Prix
Williams;ALB;HARD;0 days 00:01:27.324772727;2023;Qatar Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:34.886333333;2022;British Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:17.777294117;2022;Dutch Grand Prix
Williams;ALB;HARD;0 days 00:01:16.475125;2022;Dutch Grand Prix
Williams;LAT;HARD;0 days 00:01:43.495666666;2021;United States Grand Prix
Williams;RUS;HARD;0 days 00:01:43.023550;2021;United States Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:20.450000;2022;Canadian Grand Prix
Williams;LAT;HARD;0 days 00:01:19.662391304;2022;Canadian Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:19.842461538;2022;Canadian Grand Prix
Williams;ALB;HARD;0 days 00:01:19.048000;2022;Canadian Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:23.143000;2020;Spanish Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:44.430400;2021;United States Grand Prix
Williams;LAT;SOFT;0 days 00:01:34.910125;2022;British Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:18.381100;2022;Dutch Grand Prix
Williams;LAT;SOFT;0 days 00:01:17.335812500;2022;Dutch Grand Prix
Williams;RUS;HARD;0 days 00:01:37.844500;2019;French Grand Prix
Williams;LAT;SOFT;0 days 00:01:10.797636363;2020;Austrian Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:11.745642857;2020;Austrian Grand Prix
Williams;LAT;HARD;0 days 00:01:10.441210526;2020;Austrian Grand Prix
Williams;ALB;HARD;0 days 00:01:39.994100;2022;French Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:23.078666666;2020;Spanish Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:37.668727272;2019;French Grand Prix
Williams;SAR;MEDIUM;0 days 00:01:42.408620689;2023;United States Grand Prix
Williams;SAR;HARD;0 days 00:01:43.181157894;2023;United States Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:42.556724137;2023;United States Grand Prix
Williams;ALB;HARD;0 days 00:01:43.238133333;2023;United States Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:26.113825;2020;Italian Grand Prix
Williams;RUS;HARD;0 days 00:01:28.503000;2020;Italian Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:26.061842105;2020;Italian Grand Prix
Williams;KUB;HARD;0 days 00:01:11.479636363;2019;Austrian Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:12.073250;2019;Austrian Grand Prix
Williams;RUS;HARD;0 days 00:01:10.394702702;2019;Austrian Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:11.541111111;2019;Austrian Grand Prix
Williams;LAT;HARD;0 days 00:01:26.275000;2020;Italian Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:11.839250;2022;Austrian Grand Prix
Williams;ALB;HARD;0 days 00:01:11.040450;2022;Austrian Grand Prix
Williams;LAT;HARD;0 days 00:01:32.940312500;2020;70th Anniversary Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:31.837800;2020;70th Anniversary Grand Prix
Williams;RUS;HARD;0 days 00:01:33.029740740;2020;70th Anniversary Grand Prix
Williams;KUB;HARD;0 days 00:01:38.060727272;2019;French Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:38.964000;2019;French Grand Prix
Williams;LAT;HARD;0 days 00:01:31.748451612;2020;British Grand Prix
Williams;SAR;MEDIUM;0 days 00:01:27.612166666;2023;Italian Grand Prix
Williams;SAR;SOFT;0 days 00:01:52.096900;2023;Belgian Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:27.325428571;2023;Italian Grand Prix
Williams;KUB;SOFT;0 days 00:01:48.917333333;2019;Azerbaijan Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:48.434700;2019;Azerbaijan Grand Prix
Williams;RUS;SOFT;0 days 00:01:48.392500;2019;Azerbaijan Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:18.890444444;2023;Canadian Grand Prix
Williams;ALB;HARD;0 days 00:01:17.783980769;2023;Canadian Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:24.979645161;2022;Mexico City Grand Prix
Williams;ALB;SOFT;0 days 00:01:23.564200;2022;Mexico City Grand Prix
Williams;LAT;HARD;0 days 00:01:25.142047619;2022;Mexico City Grand Prix
Williams;LAT;HARD;0 days 00:01:24.290137931;2021;Portuguese Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:25.027923076;2021;Portuguese Grand Prix
Williams;RUS;HARD;0 days 00:01:23.778575757;2021;Portuguese Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:24.811785714;2021;Portuguese Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:24.318384615;2019;Mexican Grand Prix
Williams;RUS;HARD;0 days 00:01:23.086902439;2019;Mexican Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:23.107263157;2019;Mexican Grand Prix
Williams;LAT;SOFT;0 days 00:01:25.002200;2022;Mexico City Grand Prix
Williams;KUB;HARD;0 days 00:01:17.820333333;2019;Canadian Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:23.514000;2021;Spanish Grand Prix
Williams;LAT;SOFT;0 days 00:01:23.092583333;2021;Spanish Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:49.367000;2019;Azerbaijan Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:40.092450;2022;Bahrain Grand Prix
Williams;ALB;SOFT;0 days 00:01:39.151166666;2022;Bahrain Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:39.944888888;2022;Bahrain Grand Prix
Williams;RUS;HARD;0 days 00:01:44.449850;2020;Abu Dhabi Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:46.249500;2020;Abu Dhabi Grand Prix
Williams;SAR;MEDIUM;0 days 00:01:11.481000;2023;Austrian Grand Prix
Williams;SAR;HARD;0 days 00:01:10.779127659;2023;Austrian Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:11.393428571;2023;Austrian Grand Prix
Williams;ALB;HARD;0 days 00:01:10.399600;2023;Austrian Grand Prix
Williams;RUS;HARD;0 days 00:01:25.527440;2019;Italian Grand Prix
Williams;RUS;HARD;0 days 00:01:22.414666666;2019;Hungarian Grand Prix
Williams;RUS;HARD;0 days 00:01:17.711640;2019;Canadian Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:23.411000;2021;Spanish Grand Prix
Williams;LAT;HARD;0 days 00:01:24.736647058;2022;Australian Grand Prix
Williams;KUB;SOFT;0 days 00:01:26.605400;2019;Italian Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:26.162636363;2019;Italian Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:36.732923076;2021;Bahrain Grand Prix
Williams;RUS;SOFT;0 days 00:01:38.397250;2021;Bahrain Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:10.527750;2021;Austrian Grand Prix
Williams;RUS;HARD;0 days 00:01:09.661270270;2021;Austrian Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:10.718666666;2021;Austrian Grand Prix
Williams;LAT;HARD;0 days 00:01:09.854757575;2021;Austrian Grand Prix
Williams;LAT;SOFT;0 days 00:01:39.706842105;2022;Bahrain Grand Prix
Williams;ALB;HARD;0 days 00:01:24.095088235;2022;Australian Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:43.981545454;2020;Abu Dhabi Grand Prix
Williams;KUB;HARD;0 days 00:01:23.369151515;2019;Mexican Grand Prix
Williams;SAR;HARD;0 days 00:01:20.295102564;2023;Spanish Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:41.524785714;2021;French Grand Prix
Williams;RUS;HARD;0 days 00:01:39.737323529;2021;French Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:41.377000;2021;French Grand Prix
Williams;RUS;HARD;0 days 00:01:36.257105263;2019;Japanese Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:36.647166666;2019;Japanese Grand Prix
Williams;KUB;HARD;0 days 00:01:37.065000;2019;Japanese Grand Prix
Williams;SAR;HARD;0 days 00:01:33.383980769;2023;Miami Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:17.490788461;2022;São Paulo Grand Prix
Williams;LAT;HARD;0 days 00:01:17.984600;2022;São Paulo Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:17.883307692;2022;São Paulo Grand Prix
Williams;SAR;SOFT;0 days 00:01:18.281772727;2023;Monaco Grand Prix
Williams;SAR;MEDIUM;0 days 00:01:20.013066666;2023;Monaco Grand Prix
Williams;SAR;HARD;0 days 00:01:17.483000;2023;Monaco Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:19.813714285;2023;Monaco Grand Prix
Williams;ALB;HARD;0 days 00:01:18.577500;2023;Monaco Grand Prix
Williams;LAT;SOFT;0 days 00:01:15.978428571;2022;São Paulo Grand Prix
Williams;LAT;HARD;0 days 00:01:10.631470588;2021;Styrian Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:23.103000;2019;Spanish Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:23.645444444;2019;Spanish Grand Prix
Williams;LAT;HARD;0 days 00:01:40.061606060;2021;French Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:33.904950;2023;Miami Grand Prix
Williams;ALB;HARD;0 days 00:01:32.439312500;2023;Miami Grand Prix
Williams;RUS;HARD;0 days 00:01:14.993400;2021;São Paulo Grand Prix
Williams;ALB;MEDIUM;0 days 00:01:19.516407407;2023;Spanish Grand Prix
Williams;ALB;HARD;0 days 00:01:20.983611111;2023;Spanish Grand Prix
Williams;LAT;SOFT;0 days 00:01:11.400750;2021;Styrian Grand Prix
Williams;LAT;HARD;0 days 00:01:16.136300;2021;Monaco Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:17.432454545;2021;Monaco Grand Prix
Williams;RUS;HARD;0 days 00:01:16.293675;2021;Monaco Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:17.866000;2021;Monaco Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:52.464857142;2019;Belgian Grand Prix
Williams;KUB;SOFT;0 days 00:01:50.527454545;2019;Belgian Grand Prix
Williams;SAR;MEDIUM;0 days 00:01:21.665000;2023;Spanish Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:52.504476190;2019;Belgian Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:36.483333333;2021;Saudi Arabian Grand Prix
Williams;LAT;HARD;0 days 00:01:34.179458333;2021;Saudi Arabian Grand Prix
Williams;RUS;SOFT;0 days 00:01:26.696333333;2021;Qatar Grand Prix
Williams;RUS;HARD;0 days 00:01:28.793700;2021;Qatar Grand Prix
Williams;LAT;HARD;0 days 00:01:47.994896551;2021;Azerbaijan Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:49.691500;2021;Azerbaijan Grand Prix
Williams;LAT;SOFT;0 days 00:01:47.331000;2021;Azerbaijan Grand Prix
Williams;RUS;MEDIUM;0 days 00:01:37.027000;2019;Japanese Grand Prix
Williams;LAT;HARD;0 days 00:01:15.015000;2021;São Paulo Grand Prix
Williams;RUS;SOFT;0 days 00:01:49.624833333;2019;Belgian Grand Prix
Williams;SAR;HARD;0 days 00:01:27.372000;2023;Italian Grand Prix
Williams;LAT;HARD;0 days 00:01:45.238950;2020;Abu Dhabi Grand Prix
Williams;LAT;MEDIUM;0 days 00:01:44.708714285;2022;United States Grand Prix
Williams;KUB;SOFT;0 days 00:01:14.825250;2019;Brazilian Grand Prix
Williams;KUB;MEDIUM;0 days 00:01:15.328000;2019;Brazilian Grand Prix
Williams;KUB;HARD;0 days 00:01:15.527000;2019;Brazilian Grand Prix
